timestamp,resource_type,priority,system_load,available_resources,queue_length,user_role,duration,success,resource_id,predicted_load,allocation_time
2026-01-01 03:24:00,CPU,High,31,4,2,user,31,1,CPU-Node-38,48,156
2026-01-01 03:26:00,CPU,Medium,26,6,12,user,25,1,CPU-Node-24,57,264
2026-01-01 03:28:00,GPU,Medium,29,1,7,admin,20,1,GPU-Node-31,45,237
2026-01-01 03:30:00,CPU,Low,28,7,12,user,46,1,CPU-Node-5,53,279
2026-01-01 03:32:00,CPU,Low,38,10,7,user,33,1,CPU-Node-38,58,219
2026-01-01 03:34:00,GPU,High,29,0,4,user,24,0,GPU-Node-28,40,186
2026-01-01 03:36:00,CPU,Medium,33,6,7,user,25,1,CPU-Node-45,50,230
2026-01-01 03:38:00,GPU,High,27,1,9,user,14,1,GPU-Node-9,45,234
2026-01-01 03:40:00,CPU,Medium,40,5,9,user,22,1,CPU-Node-50,61,245
2026-01-01 03:42:00,CPU,Low,31,16,13,user,24,1,CPU-Node-22,50,291
2026-01-01 03:44:00,GPU,Low,31,1,8,user,18,1,GPU-Node-32,46,241
2026-01-01 03:46:00,GPU,Medium,30,1,9,user,39,1,GPU-Node-36,41,242
2026-01-01 03:48:00,GPU,High,50,2,12,user,45,1,GPU-Node-2,80,321
2026-01-01 03:50:00,CPU,Medium,27,2,1,user,31,1,CPU-Node-28,30,106
2026-01-01 03:52:00,CPU,High,65,12,8,admin,32,1,CPU-Node-41,74,295
2026-01-01 03:54:00,GPU,Medium,24,0,6,user,39,0,GPU-Node-33,46,166
2026-01-01 03:56:00,GPU,High,42,2,4,user,21,1,GPU-Node-3,47,183
2026-01-01 03:58:00,CPU,High,50,12,11,user,26,1,CPU-Node-48,77,297
2026-01-01 04:00:00,CPU,High,25,10,6,user,40,1,CPU-Node-41,41,193
2026-01-01 04:02:00,CPU,High,46,1,4,user,23,1,CPU-Node-16,53,222
2026-01-01 04:04:00,GPU,Medium,41,1,12,user,46,1,GPU-Node-6,59,291
2026-01-01 04:06:00,CPU,Medium,28,7,5,user,29,1,CPU-Node-25,41,161
2026-01-01 04:08:00,CPU,Medium,25,12,1,user,29,1,CPU-Node-35,37,112
2026-01-01 04:10:00,CPU,Medium,39,9,8,user,12,1,CPU-Node-41,48,281
2026-01-01 04:12:00,CPU,Low,18,10,3,user,31,1,CPU-Node-2,30,156
2026-01-01 04:14:00,GPU,Low,29,1,6,user,31,1,GPU-Node-31,37,216
2026-01-01 04:16:00,GPU,High,36,1,7,user,21,1,GPU-Node-8,44,221
2026-01-01 04:18:00,CPU,Medium,24,12,5,user,14,1,CPU-Node-25,28,177
2026-01-01 04:20:00,GPU,Low,31,1,10,user,36,1,GPU-Node-31,53,258
2026-01-01 04:22:00,GPU,Medium,32,1,2,user,33,1,GPU-Node-39,43,171
2026-01-01 04:24:00,CPU,Medium,31,9,8,user,45,1,CPU-Node-14,50,217
2026-01-01 04:26:00,CPU,Low,49,11,12,user,37,1,CPU-Node-20,71,327
2026-01-01 04:28:00,GPU,High,38,2,8,user,43,1,GPU-Node-16,51,267
2026-01-01 04:30:00,CPU,Low,55,5,9,user,33,1,CPU-Node-47,77,266
2026-01-01 04:32:00,CPU,Medium,43,4,12,user,23,1,CPU-Node-16,66,341
2026-01-01 04:34:00,CPU,Medium,34,6,3,user,25,1,CPU-Node-32,38,155
2026-01-01 04:36:00,CPU,Medium,39,3,5,user,36,1,CPU-Node-33,41,202
2026-01-01 04:38:00,CPU,High,33,11,6,user,19,1,CPU-Node-22,54,199
2026-01-01 04:40:00,CPU,High,30,13,0,user,25,1,CPU-Node-36,32,61
2026-01-01 04:42:00,CPU,High,43,11,7,user,22,1,CPU-Node-12,62,244
2026-01-01 04:44:00,CPU,High,27,10,5,user,23,1,CPU-Node-20,34,220
2026-01-01 04:46:00,CPU,Medium,28,5,0,user,23,1,CPU-Node-46,25,87
2026-01-01 04:48:00,GPU,High,48,1,8,user,20,1,GPU-Node-7,66,263
2026-01-01 04:50:00,GPU,Low,25,3,5,user,14,1,GPU-Node-24,26,154
2026-01-01 04:52:00,CPU,Medium,45,5,9,user,34,1,CPU-Node-22,61,267
2026-01-01 04:54:00,CPU,Low,24,10,1,user,17,1,CPU-Node-4,25,80
2026-01-01 04:56:00,CPU,High,14,8,6,admin,34,1,CPU-Node-38,23,148
2026-01-01 04:58:00,CPU,Low,25,7,8,user,32,1,CPU-Node-38,42,187
2026-01-01 05:00:00,CPU,High,39,8,5,user,23,1,CPU-Node-36,42,206
2026-01-01 05:02:00,CPU,High,25,3,1,admin,18,1,CPU-Node-2,27,102
2026-01-01 05:04:00,CPU,High,49,6,8,user,22,1,CPU-Node-4,62,285
2026-01-01 05:06:00,GPU,Low,32,2,6,user,38,1,GPU-Node-50,42,223
2026-01-01 05:08:00,GPU,Medium,22,1,6,admin,25,1,GPU-Node-39,36,195
2026-01-01 05:10:00,CPU,Low,22,4,3,user,11,1,CPU-Node-49,21,193
2026-01-01 05:12:00,GPU,Medium,37,3,3,admin,22,1,GPU-Node-50,43,168
2026-01-01 05:14:00,CPU,High,56,7,16,user,40,0,CPU-Node-13,99,406
2026-01-01 05:16:00,CPU,Medium,24,7,8,admin,42,1,CPU-Node-26,47,225
2026-01-01 05:18:00,CPU,Low,30,8,4,user,34,1,CPU-Node-45,42,155
2026-01-01 05:20:00,GPU,Low,28,1,5,user,18,1,GPU-Node-11,41,153
2026-01-01 05:22:00,CPU,Medium,31,10,8,user,33,1,CPU-Node-35,48,205
2026-01-01 05:24:00,CPU,Medium,28,11,7,user,34,1,CPU-Node-37,38,215
2026-01-01 05:26:00,GPU,Medium,54,0,6,user,27,0,GPU-Node-39,59,280
2026-01-01 05:28:00,CPU,Low,41,10,6,user,35,1,CPU-Node-2,60,205
2026-01-01 05:30:00,CPU,Medium,48,7,8,user,50,1,CPU-Node-11,64,242
2026-01-01 05:32:00,GPU,High,39,2,9,user,37,1,GPU-Node-2,60,246
2026-01-01 05:34:00,CPU,Medium,37,10,12,user,36,1,CPU-Node-29,61,332
2026-01-01 05:36:00,CPU,Low,32,11,9,user,58,1,CPU-Node-48,54,260
2026-01-01 05:38:00,GPU,Medium,41,0,8,user,39,0,GPU-Node-6,54,261
2026-01-01 05:40:00,CPU,Medium,25,6,5,admin,26,1,CPU-Node-28,41,193
2026-01-01 05:42:00,GPU,High,45,1,5,user,19,1,GPU-Node-7,45,248
2026-01-01 05:44:00,CPU,Medium,37,10,3,user,37,1,CPU-Node-21,41,217
2026-01-01 05:46:00,CPU,Medium,35,10,5,user,43,1,CPU-Node-18,34,203
2026-01-01 05:48:00,CPU,Medium,29,11,2,admin,30,1,CPU-Node-31,33,140
2026-01-01 05:50:00,GPU,Medium,25,2,4,user,23,1,GPU-Node-36,36,168
2026-01-01 05:52:00,GPU,Medium,29,0,6,user,29,0,GPU-Node-39,35,230
2026-01-01 05:54:00,CPU,Low,35,6,8,user,24,1,CPU-Node-1,39,247
2026-01-01 05:56:00,GPU,Low,41,2,15,user,37,1,GPU-Node-35,68,380
2026-01-01 05:58:00,CPU,Medium,40,7,4,user,33,1,CPU-Node-32,48,172
2026-01-01 06:00:00,GPU,High,32,2,5,user,26,1,GPU-Node-16,42,193
2026-01-01 06:02:00,CPU,High,27,13,4,user,21,1,CPU-Node-47,30,184
2026-01-01 06:04:00,GPU,Medium,28,1,9,user,21,1,GPU-Node-36,48,214
2026-01-01 06:06:00,CPU,Low,41,6,3,user,30,1,CPU-Node-41,43,204
2026-01-01 06:08:00,GPU,Low,54,1,13,user,23,1,GPU-Node-29,87,340
2026-01-01 06:10:00,CPU,High,49,9,11,user,22,1,CPU-Node-33,72,314
2026-01-01 06:12:00,CPU,Medium,32,8,3,user,38,1,CPU-Node-10,34,150
2026-01-01 06:14:00,CPU,Medium,31,2,7,user,39,1,CPU-Node-16,47,227
2026-01-01 06:16:00,CPU,High,44,10,7,user,19,1,CPU-Node-18,61,220
2026-01-01 06:18:00,GPU,Medium,56,0,11,user,27,0,GPU-Node-40,88,351
2026-01-01 06:20:00,GPU,Medium,22,2,5,user,38,1,GPU-Node-28,36,179
2026-01-01 06:22:00,CPU,High,32,8,9,admin,21,1,CPU-Node-28,48,239
2026-01-01 06:24:00,CPU,High,31,7,9,user,21,1,CPU-Node-44,47,242
2026-01-01 06:26:00,GPU,Medium,47,1,7,user,46,1,GPU-Node-7,51,268
2026-01-01 06:28:00,CPU,Low,38,9,9,admin,9,1,CPU-Node-40,47,275
2026-01-01 06:30:00,GPU,Medium,20,3,0,user,35,1,GPU-Node-46,26,102
2026-01-01 06:32:00,CPU,Medium,29,3,7,user,12,1,CPU-Node-5,47,245
2026-01-01 06:34:00,CPU,Medium,41,6,11,user,32,1,CPU-Node-37,68,313
2026-01-01 06:36:00,GPU,Medium,49,0,15,user,22,0,GPU-Node-39,71,396
2026-01-01 06:38:00,CPU,Medium,44,8,8,admin,24,1,CPU-Node-35,61,281
2026-01-01 06:40:00,CPU,Medium,53,4,6,user,23,1,CPU-Node-6,69,245
2026-01-01 06:42:00,CPU,Medium,29,4,6,user,18,1,CPU-Node-14,46,165
2026-01-01 06:44:00,GPU,Medium,44,2,9,user,37,1,GPU-Node-22,61,266
2026-01-01 06:46:00,CPU,Medium,49,8,9,user,42,1,CPU-Node-48,75,329
2026-01-01 06:48:00,CPU,Medium,44,8,7,user,21,1,CPU-Node-14,57,222
2026-01-01 06:50:00,GPU,Low,16,2,0,user,26,1,GPU-Node-11,5,83
2026-01-01 06:52:00,GPU,High,44,1,10,user,39,1,GPU-Node-5,68,264
2026-01-01 06:54:00,GPU,Medium,23,1,4,admin,24,1,GPU-Node-2,42,117
2026-01-01 06:56:00,CPU,Low,50,4,12,user,29,1,CPU-Node-42,73,329
2026-01-01 06:58:00,GPU,High,37,2,4,user,26,1,GPU-Node-13,42,189
2026-01-01 07:00:00,CPU,Low,39,11,9,user,27,1,CPU-Node-39,54,275
2026-01-01 07:02:00,GPU,Low,27,2,6,user,29,1,GPU-Node-31,35,216
2026-01-01 07:04:00,GPU,High,41,3,7,user,29,1,GPU-Node-29,65,222
2026-01-01 07:06:00,GPU,Low,37,1,5,user,31,1,GPU-Node-39,53,197
2026-01-01 07:08:00,GPU,High,41,2,13,admin,23,1,GPU-Node-41,63,337
2026-01-01 07:10:00,GPU,Medium,19,2,10,user,22,1,GPU-Node-13,41,247
2026-01-01 07:12:00,CPU,Low,35,7,4,admin,45,1,CPU-Node-2,41,200
2026-01-01 07:14:00,CPU,High,46,8,7,admin,36,1,CPU-Node-45,56,267
2026-01-01 07:16:00,GPU,High,38,1,11,user,25,1,GPU-Node-33,55,315
2026-01-01 07:18:00,CPU,Medium,49,11,7,user,28,1,CPU-Node-1,54,249
2026-01-01 07:20:00,CPU,Medium,31,11,6,user,43,1,CPU-Node-29,46,161
2026-01-01 07:22:00,GPU,High,33,2,5,admin,40,1,GPU-Node-27,43,188
2026-01-01 07:24:00,CPU,Medium,35,2,5,user,28,1,CPU-Node-36,45,203
2026-01-01 07:26:00,GPU,Medium,29,2,8,user,29,1,GPU-Node-36,49,196
2026-01-01 07:28:00,GPU,Medium,39,2,10,user,27,1,GPU-Node-35,69,295
2026-01-01 07:30:00,CPU,Medium,35,1,8,user,50,1,CPU-Node-9,44,225
2026-01-01 07:32:00,GPU,High,31,2,10,admin,34,1,GPU-Node-24,46,224
2026-01-01 07:34:00,GPU,Low,25,1,9,user,26,1,GPU-Node-1,45,238
2026-01-01 07:36:00,GPU,Low,36,0,15,user,21,0,GPU-Node-49,75,353
2026-01-01 07:38:00,CPU,Medium,17,7,1,user,34,1,CPU-Node-44,4,73
2026-01-01 07:40:00,GPU,Medium,19,1,7,user,28,1,GPU-Node-24,30,183
2026-01-01 07:42:00,GPU,High,32,0,7,user,5,0,GPU-Node-42,53,233
2026-01-01 07:44:00,CPU,Low,42,10,4,admin,46,1,CPU-Node-6,43,197
2026-01-01 07:46:00,CPU,High,41,12,10,user,26,1,CPU-Node-20,54,294
2026-01-01 07:48:00,CPU,High,44,7,9,user,38,1,CPU-Node-11,61,265
2026-01-01 07:50:00,GPU,High,21,0,0,user,22,0,GPU-Node-2,14,110
2026-01-01 07:52:00,GPU,Low,23,2,2,admin,37,1,GPU-Node-26,28,136
2026-01-01 07:54:00,GPU,Medium,34,1,0,user,41,1,GPU-Node-6,40,132
2026-01-01 07:56:00,CPU,Low,45,6,5,user,33,1,CPU-Node-47,53,211
2026-01-01 07:58:00,CPU,High,35,8,4,user,32,1,CPU-Node-38,39,190
2026-01-01 08:00:00,CPU,High,45,2,8,user,34,1,CPU-Node-38,64,271
2026-01-01 08:02:00,CPU,Medium,34,7,13,user,18,1,CPU-Node-13,63,298
2026-01-01 08:04:00,GPU,Medium,26,1,9,user,32,1,GPU-Node-33,38,246
2026-01-01 08:06:00,GPU,Medium,47,2,6,admin,23,1,GPU-Node-33,61,271
2026-01-01 08:08:00,CPU,Medium,53,8,16,user,10,0,CPU-Node-20,88,377
2026-01-01 08:10:00,CPU,Medium,24,7,4,user,39,1,CPU-Node-1,25,167
2026-01-01 08:12:00,GPU,Low,24,1,6,admin,33,1,GPU-Node-10,38,192
2026-01-01 08:14:00,CPU,High,34,6,4,user,34,1,CPU-Node-31,44,183
2026-01-01 08:16:00,CPU,Low,36,8,2,user,31,1,CPU-Node-10,39,149
2026-01-01 08:18:00,GPU,Medium,36,1,5,user,30,1,GPU-Node-29,43,185
2026-01-01 08:20:00,CPU,Low,55,10,15,user,32,1,CPU-Node-23,90,386
2026-01-01 08:22:00,CPU,Low,47,8,11,user,36,1,CPU-Node-9,74,310
2026-01-01 08:24:00,GPU,Low,28,1,1,user,26,1,GPU-Node-45,36,124
2026-01-01 08:26:00,CPU,Low,49,6,10,user,21,1,CPU-Node-37,71,317
2026-01-01 08:28:00,CPU,Low,39,7,7,user,31,1,CPU-Node-17,51,200
2026-01-01 08:30:00,CPU,Low,30,4,11,admin,20,1,CPU-Node-26,50,291
2026-01-01 08:32:00,GPU,Low,37,1,6,user,47,1,GPU-Node-39,44,230
2026-01-01 08:34:00,CPU,Low,50,12,12,admin,24,1,CPU-Node-13,74,362
2026-01-01 08:36:00,CPU,Low,42,9,12,user,44,1,CPU-Node-44,65,311
2026-01-01 08:38:00,GPU,Medium,18,1,2,user,31,1,GPU-Node-39,24,134
2026-01-01 08:40:00,CPU,High,22,6,0,admin,30,1,CPU-Node-29,21,79
2026-01-01 08:42:00,CPU,High,38,7,6,user,40,1,CPU-Node-36,49,211
2026-01-01 08:44:00,CPU,Medium,32,8,6,admin,27,1,CPU-Node-49,55,183
2026-01-01 08:46:00,CPU,Low,48,11,6,user,28,1,CPU-Node-24,56,236
2026-01-01 08:48:00,CPU,Low,40,8,9,user,42,1,CPU-Node-46,51,287
2026-01-01 08:50:00,GPU,Low,60,2,6,user,23,1,GPU-Node-16,68,257
2026-01-01 08:52:00,CPU,Medium,14,5,0,user,30,1,CPU-Node-47,18,111
2026-01-01 08:54:00,GPU,High,23,2,4,admin,35,1,GPU-Node-5,27,152
2026-01-01 08:56:00,CPU,High,34,8,8,admin,56,1,CPU-Node-5,48,211
2026-01-01 08:58:00,CPU,Low,50,5,9,user,26,1,CPU-Node-46,65,253
2026-01-01 09:00:00,CPU,High,70,9,18,user,43,0,CPU-Node-14,100,466
2026-01-01 09:02:00,GPU,Medium,76,0,13,user,27,0,GPU-Node-16,100,387
2026-01-01 09:04:00,GPU,High,85,0,15,user,35,0,GPU-Node-34,100,450
2026-01-01 09:06:00,CPU,High,69,9,17,user,18,0,CPU-Node-38,100,461
2026-01-01 09:08:00,CPU,Medium,65,13,10,user,29,1,CPU-Node-46,82,315
2026-01-01 09:10:00,CPU,Medium,69,8,17,user,30,0,CPU-Node-14,98,444
2026-01-01 09:12:00,CPU,Low,85,2,17,user,24,0,CPU-Node-28,100,486
2026-01-01 09:14:00,GPU,Medium,73,1,16,user,36,0,GPU-Node-42,100,450
2026-01-01 09:16:00,CPU,High,71,4,16,user,37,0,CPU-Node-14,100,398
2026-01-01 09:18:00,CPU,High,79,4,16,user,40,0,CPU-Node-41,100,411
2026-01-01 09:20:00,CPU,Medium,69,4,13,user,34,1,CPU-Node-45,89,374
2026-01-01 09:22:00,CPU,Medium,77,7,14,user,28,1,CPU-Node-48,100,442
2026-01-01 09:24:00,GPU,High,77,2,18,user,29,0,GPU-Node-21,100,447
2026-01-01 09:26:00,GPU,Medium,81,3,16,user,45,0,GPU-Node-21,100,478
2026-01-01 09:28:00,GPU,Medium,81,2,20,user,38,0,GPU-Node-36,100,514
2026-01-01 09:30:00,CPU,Medium,62,8,12,user,39,1,CPU-Node-19,91,338
2026-01-01 09:32:00,CPU,Medium,86,4,17,user,18,0,CPU-Node-13,100,479
2026-01-01 09:34:00,GPU,Medium,55,1,10,admin,25,1,GPU-Node-47,76,299
2026-01-01 09:36:00,CPU,Medium,60,6,15,user,24,1,CPU-Node-5,86,424
2026-01-01 09:38:00,CPU,Medium,60,8,12,user,44,1,CPU-Node-38,80,352
2026-01-01 09:40:00,CPU,Low,63,6,11,user,48,1,CPU-Node-26,85,340
2026-01-01 09:42:00,CPU,High,90,8,16,admin,33,1,CPU-Node-17,100,475
2026-01-01 09:44:00,GPU,High,73,1,18,user,30,0,GPU-Node-17,100,498
2026-01-01 09:46:00,GPU,High,61,2,5,user,35,1,GPU-Node-45,63,265
2026-01-01 09:48:00,GPU,Medium,76,1,15,user,36,1,GPU-Node-16,100,429
2026-01-01 09:50:00,CPU,Medium,77,12,15,user,5,1,CPU-Node-5,100,406
2026-01-01 09:52:00,CPU,High,69,4,5,user,25,1,CPU-Node-29,85,272
2026-01-01 09:54:00,CPU,Medium,73,9,15,user,22,1,CPU-Node-3,91,406
2026-01-01 09:56:00,CPU,Medium,68,13,13,user,16,1,CPU-Node-41,93,397
2026-01-01 09:58:00,GPU,Medium,88,2,15,admin,26,1,GPU-Node-49,100,489
2026-01-01 10:00:00,CPU,Low,76,12,12,user,32,1,CPU-Node-7,100,408
2026-01-01 10:02:00,CPU,High,52,6,10,user,30,1,CPU-Node-7,75,281
2026-01-01 10:04:00,CPU,Medium,66,7,5,user,31,1,CPU-Node-17,77,245
2026-01-01 10:06:00,CPU,Low,70,5,13,user,30,1,CPU-Node-44,100,390
2026-01-01 10:08:00,GPU,High,75,1,17,user,13,0,GPU-Node-9,100,451
2026-01-01 10:10:00,CPU,High,94,5,18,user,28,0,CPU-Node-23,100,540
